video_id,comment,comment_date
xi6r3hZe5Tg,Last part about Biodiversity is beautiful and  amazing too.,2022-12-29T07:55:10Z
xi6r3hZe5Tg,Teaching our parents and grandparents about basic technology is important.,2022-12-29T07:52:14Z
xi6r3hZe5Tg,"HeartWare.
Nice",2022-12-29T07:38:59Z
xi6r3hZe5Tg,I wish that Singapore offer Adult high school to those never able to earn it.,2022-12-27T15:22:19Z
xi6r3hZe5Tg,"US Treasurys Owned by China, in USD Billions
As of Jan. 2021, China owns $1.095 trillion of the total $28 trillion U.S. national debt.",2022-12-21T18:09:36Z
xi6r3hZe5Tg,"This documentary is wonderful, I wish my country was as great,high level of instability and bone marrow  corruption",2022-12-18T16:54:31Z
xi6r3hZe5Tg,I realised most of this innovators are young  (automatically programmed by fact of nature).The young are the growth of every society,2022-12-18T16:38:59Z
xi6r3hZe5Tg,"Since Adam,mankind has consistently said NO to mother nature",2022-12-18T16:31:17Z
xi6r3hZe5Tg,"Singapore ASIA 🔍 Watch very closely this was 4 years ago Propaganda 🤑 This is being forced on every person now in 2002  as Fake Inflation by the Global Elites Liberal Corrupt Wealth 🤑 New World Order Masters to control & keep everyone as Slaves 👤

KAISU ☠ THE DARK SIDE OF SLAVERY",2022-12-18T01:55:22Z
xi6r3hZe5Tg,"I know Singapore is a great place with great standard of living and forward-thinking citizens but there is no way this not a paid program by the Singaporean government. Every place has its downsides and issues, and to make everything seem like a paradise and that everything is solved is not genuine. For a better documentary on Singapore it’s better to stay with the Anthony Burdain one, he goes through much of the nuances and not a bunch of college students making Jello. North Korea wishes they could pay for a doc like this.",2022-12-16T06:20:38Z
xi6r3hZe5Tg,Clean n green,2022-12-13T17:35:52Z
xi6r3hZe5Tg,I would have enjoyed and absorbed the music better if it wasn't for the jarring background music.,2022-12-08T03:23:26Z
xi6r3hZe5Tg,copy right,2022-12-03T22:34:46Z
xi6r3hZe5Tg,rite now mi deh millions ah years back in time help.......,2022-12-03T22:33:43Z
xi6r3hZe5Tg,"Extraordinary!!!! mind-blowing case of a sustainable city. Not only that, but it is the epitome of green earth.",2022-12-03T18:02:53Z
xi6r3hZe5Tg,*This City State is capital of Netaji Subhash Chandra Bose's Azad Hind Government.*,2022-12-03T16:59:01Z
xi6r3hZe5Tg,its a country ^-^,2022-11-28T16:50:18Z
xi6r3hZe5Tg,Beautiful,2022-11-27T22:06:38Z
xi6r3hZe5Tg,"Wow this city seems to be awesome to visit.
However in the long run I don't think I wanna live there.
Everything seems too fast too big  too much overengeneered.
I feel while all this innovations come from good intentions they won't fullfil there promises.
I don t think I wanna see drones covering my sky.
And I don't think that printing my food is progress...",2022-11-17T17:10:27Z
xi6r3hZe5Tg,What about free speech and the law? No one seems to talk about that.,2022-11-10T05:56:59Z
xi6r3hZe5Tg,Worried about the power through air concept . Bombarding the human body with electromagnetic radiation is obviously dangerous. Rye only way I see this being plausible is if it is done vertically at the apex of buildings,2022-11-06T10:28:47Z
xi6r3hZe5Tg,"And as it is appointed unto men once to die, but after this the judgment: (Hebrews 9:27)
And the times of this ignorance God winked at; but now commandeth all men every where to repent: (Acts 17:30)
For godly sorrow worketh repentance to salvation not to be repented of: but the sorrow of the world worketh death. (2 Corinthians 7:10)
I tell you, Nay: but, except ye repent, ye shall all likewise perish. (Luke 13:5)
For whosoever shall call upon the name of the Lord shall be saved. (Romans 10:13)",2022-11-04T03:27:33Z
xi6r3hZe5Tg,Maybe people can think how to live together instead of living limited to small space. 🤔,2022-10-31T11:18:11Z
xi6r3hZe5Tg,"That's crazy, it's nice to hear about water and food innovations about electromagnetic internet but when the part about education came... the moment when robots will realize that the highest point of human existence is slavery - we are doomed. It's time for devolution, i guess.",2022-10-24T22:12:07Z
xi6r3hZe5Tg,1:47,2022-10-21T17:07:17Z
xi6r3hZe5Tg,"I am in India this government worst rulling in the world very shame in India in the world people or soooooo suffered in food, job, education, hospital etc.",2022-10-16T08:42:48Z
xi6r3hZe5Tg,💪💪💪👍👍👍👍👍👍👍😋😋😮,2022-10-13T08:19:30Z
xi6r3hZe5Tg,🙏What a Confidence SIR... 🙏,2022-10-12T06:04:09Z
xi6r3hZe5Tg,BEAUTIFUL INNOVATION,2022-10-09T19:57:20Z
xi6r3hZe5Tg,The almost perfect country in the world,2022-10-09T18:24:24Z
xi6r3hZe5Tg,"truly remarkable what is going on in Singapore, hopefully it continues.",2022-10-08T17:58:31Z
xi6r3hZe5Tg,Genius people 🔥,2022-10-02T19:15:14Z
xi6r3hZe5Tg,Full support to President Putin. 🇷🇺🙏🙏🙏 Greek,2022-10-01T11:22:50Z
xi6r3hZe5Tg,A disaster waiting to happen.After 10min I've seen enough.Good luck.I'm out.,2022-09-30T13:13:05Z
xi6r3hZe5Tg,It looks like my worst nightmare.,2022-09-30T13:01:12Z
xi6r3hZe5Tg,This is so Awesome.,2022-09-28T00:05:55Z
xi6r3hZe5Tg,Singapore is not small if we compare the area and population of Singapore to other big cities,2022-09-26T03:22:59Z
xi6r3hZe5Tg,Internet city,2022-09-12T15:16:26Z
xi6r3hZe5Tg,Very interesting Congratulations for these achievements,2022-09-12T11:40:32Z
xi6r3hZe5Tg,It will fall like Babylon.,2022-09-07T16:43:50Z
xi6r3hZe5Tg,Great documentary on Singapore,2022-09-04T14:35:22Z
xi6r3hZe5Tg,Benevolent Dictatorship.,2022-09-02T02:14:31Z
xi6r3hZe5Tg,"Great, Country  !  visited only once  ,wish to revisit again , Singapore Airways  was the Airways, we utilised to and fro  Mumbai , great country ,technologically much advanced , had great hospitality in the hotels , enjoyed INDIAN FOOD ,
LONG LIVE INDIA and SINGAPORE .",2022-09-01T23:28:16Z
xi6r3hZe5Tg,"According to the Singapore government, over 105,000 families live in poverty.",2022-08-28T16:45:15Z
xi6r3hZe5Tg,"Thank you very much for your nice and fàntastic video .
With lots of love and regards ,
Jayantàda ,
20/8/2022",2022-08-20T13:04:52Z
xi6r3hZe5Tg,thank you national geografic i love documentarie,2022-08-19T17:10:31Z
xi6r3hZe5Tg,Asian Wakanda,2022-08-16T02:47:38Z
xi6r3hZe5Tg,Oooooh I wanna skate there!,2022-08-14T01:39:30Z
xi6r3hZe5Tg,I would love to live there.❤️,2022-08-13T16:38:20Z
xi6r3hZe5Tg,WOW! this was an INCREDIBLE watch! I knew a little about Singapore due to my liking of LKY but my admiration for the country and its competent leadership is through the roof after watching this!,2022-08-10T16:18:05Z
xi6r3hZe5Tg,crazy fire chop chop this fire bro fire word to yesterday,2022-08-03T04:26:47Z
xi6r3hZe5Tg,Singapore has been economically successful because America the sneak's head leaves her alone in contrast to the Arab countries who constantly stop them from standing on their feet,2022-08-01T00:16:57Z
xi6r3hZe5Tg,"I cant get over how there's a harmony of concrete and greenery.  Those 'hanging gardens' look amazing

This whole documentary makes the US look like a '3rd world country'.  Israel is even innovating like this, I just wish we would too",2022-07-29T18:04:00Z
xi6r3hZe5Tg,It's my dream to visit this city one day.,2022-07-26T17:21:03Z
xi6r3hZe5Tg,"One of the best nations out there where Asian values of continuous improvement, enterprise and discipline come together. Quality documentary NG!",2022-07-24T00:30:59Z
xi6r3hZe5Tg,"in 50yrs buffalo ,ny looks the same. not much has changed",2022-07-23T22:28:16Z
xi6r3hZe5Tg,Meanwhile in the west our governments think ahead maybe 1 or 2 years before shifting to getting re-elected.,2022-07-23T04:05:18Z
xi6r3hZe5Tg,"If one day I get a chance,I'll travel and book a hotel space for a month,,the place looks awesome and alot to see",2022-07-23T01:33:16Z
xi6r3hZe5Tg,now I see why no one can claim technology. Very aggressive progress,2022-07-22T09:08:25Z
xi6r3hZe5Tg,"Humans are the cancer of the earth, I hope the whole generation of this two-legged creature will be wiped off the face of the earth.😢😢😢😢😢",2022-07-19T18:10:04Z
xi6r3hZe5Tg,صباح الورد والياسمين بالتوفيق إنشاء الله ومزيد من النجاح 👍🏻👍🏻👍🏻👍🏻🤝,2022-07-14T10:30:21Z
xi6r3hZe5Tg,So nice 👍 Singapore 🇸🇬,2022-07-12T12:33:36Z
xi6r3hZe5Tg,THERE SO SMART THAT AMERICA IS BETTER AND TAUGHT THEM THAT,2022-07-11T02:17:08Z
xi6r3hZe5Tg,Hay quá,2022-07-09T15:24:49Z
xi6r3hZe5Tg,"Desalination is fine, but where do you dump the salty brine?",2022-07-03T19:45:13Z
xi6r3hZe5Tg,That part on nutrition is a scam. You need blood samples and biopsies to determine chronic nutrient deficiencies.,2022-07-03T19:43:05Z
xi6r3hZe5Tg,Great documentary,2022-07-03T12:54:31Z
xi6r3hZe5Tg,Incredible!!!,2022-07-02T16:37:25Z
xi6r3hZe5Tg,I do want to fall off the drone like in blade runner.....and what's wrong with e-bike?,2022-06-26T16:49:17Z
xi6r3hZe5Tg,Singapore is definitely on my bucket list. I'm not going there just for the fun of it but hanging out in one of the best airports in the world is like Disneyland. My fiance Joy loves going there for the tourism and the food three years ago. Singapore is more than just a city but it's a whole different world.,2022-06-25T19:21:50Z
xi6r3hZe5Tg,"It is amazing what a nation like Singapore can achieve with dedicated,competent and discipline leaders . Building a world class environment for people to live and business to thrive.All these remarkable achievement is INTENTIONER.",2022-06-24T21:42:25Z
xi6r3hZe5Tg,"9:08 ""A bit like Blade Runner""  I like that.",2022-06-24T16:57:43Z
xi6r3hZe5Tg,💥💪❤️the country,2022-06-19T21:55:45Z
xi6r3hZe5Tg,Let's not forget that Singapore is not a democracy unfortunately.,2022-06-14T19:10:36Z
xi6r3hZe5Tg,A rat-race at 50 degrees centigrade . No thanks .,2022-06-14T10:59:34Z
xi6r3hZe5Tg,Thank you Singapore 🇸🇬 🙏🏻 For still as a Nepali visit there with family without visa,2022-06-08T13:19:14Z
xi6r3hZe5Tg,I'm planning on living in Singapore once i finish with school.,2022-06-02T13:33:38Z
xi6r3hZe5Tg,Science fiction of the past has now become the science faction of today.,2022-06-01T06:13:23Z
xi6r3hZe5Tg,in a few months or no time people we definitely be kicking themselves regret for missing the opportunity to buy or invest in cryptocurrency.,2022-05-30T05:26:04Z
xi6r3hZe5Tg,biggest challenge is farming and food😅😅 food is more important than anything else,2022-05-30T02:14:58Z
xi6r3hZe5Tg,"Amazing Information and videography, thanks for sharing.",2022-05-29T16:50:51Z
xi6r3hZe5Tg,"THE UNDEMOCRATIC UNFREEDOMATIC NATION WITH NO HUMAN RIGHT IS CALLED SINGAPORE LOL 🤣
US IS THE BEST COUNTRY !!
THE LAND OF THE FREE 💕🇺🇸
USA 💕🇺🇸",2022-05-27T21:36:38Z
xi6r3hZe5Tg,"ABSOLUTELY INCREDIBLE what they did there, and are still doing!!  Question is,  where does the money come from to do these things?? They are literally a city state, thus where does the GDP come from?  They have even taken Nicola Tesla's idea of transmitting electricity over vast distances WIRELESSLY, for which he was scorned at the time, and are making it reality!! I live in South Africa, where copper wire is prime commodity. And our power supply is regularly cut for days on end because the power lines have been stolen!! That's to say if the whole power plant functions at all, because essential parts that contains copper hasn't been stripped or otherwise sabotaged!! All I can think of is that their taxes must be insanely high, even higher than our insanely high taxes, which is being stolen by government officials faster than it comes in!! How do they do it?? Can anyone provide me with an answer??",2022-05-27T14:13:01Z
xi6r3hZe5Tg,"Whenever a video shows you only the positives, a bell should ring in your head.
Don't believe everything you're told, and look deeper into what you're trying to discover.
To every upside, there's a downside.",2022-05-24T20:42:58Z
