video_id,comment,comment_date
vyfJgJBB3Vk,Singapore = right person rose to the top fortunately and they then ensured it stays that way. Most countries screwed up that part,2023-03-18T07:41:08Z
vyfJgJBB3Vk,La is trash,2023-03-18T06:59:24Z
vyfJgJBB3Vk,"it's fun watching videos about singapore as a singaporean because I can name where almost every shot came from. that and the comment section that's always flooded with lots of singaporeans coming up from the woodwork. amazing country, for all our complaining we are incredibly proud of being singaporean. majulah singapura!!",2023-03-18T05:45:02Z
vyfJgJBB3Vk,i love my country🫶singapore besttt,2023-03-18T03:36:34Z
vyfJgJBB3Vk,"It's important to note that Singapore's geographical location makes it not vulnerable to natural disasters, which is why the government made the choice to build such stacked blocks.",2023-03-17T11:55:21Z
vyfJgJBB3Vk,"Bro really said ""changai airport"" instead of ""changi airport"" 😂😂😂",2023-03-17T09:59:27Z
vyfJgJBB3Vk,This fills me with singaporean pride,2023-03-17T06:51:00Z
vyfJgJBB3Vk,"Funny enough, LA once had the most expansive and elaborate public street car system in the US (yes, even better than NYC). But in the 1960s, officials scrapped it in order to focus their money and recourses on the development of freeways... and yeah, the rest is history lol",2023-03-17T06:17:18Z
vyfJgJBB3Vk,Damn even the human made infrastructure made it to the Singapore map,2023-03-16T07:45:22Z
vyfJgJBB3Vk,because it is so fucking small,2023-03-16T04:18:24Z
vyfJgJBB3Vk,As a citizen of Singapore I agree,2023-03-15T05:36:23Z
vyfJgJBB3Vk,Singapore is what you get when you cross a benevolent dictator and paying market rates to lead government institutions.,2023-03-15T04:47:50Z
vyfJgJBB3Vk,i find it funny u keep saying city instead of country since the country is the capital city,2023-03-14T23:25:00Z
vyfJgJBB3Vk,"8:12 ""chang-EYE airport""
had me dying
*chang-EE airport",2023-03-14T12:33:09Z
vyfJgJBB3Vk,"Can they add trees around loyang, its so warm to cycle in loyang",2023-03-14T10:57:17Z
vyfJgJBB3Vk,ah yes the chang-guy airport amazing pronounciation,2023-03-14T10:33:15Z
vyfJgJBB3Vk,This is the difference between having a smart dictator and a democracy dictator,2023-03-14T04:55:33Z
vyfJgJBB3Vk,democrat politicians in LA kill everything,2023-03-13T23:52:06Z
vyfJgJBB3Vk,U should have seen their break down record few years back,2023-03-13T09:15:06Z
vyfJgJBB3Vk,"As a Singaporean, I am proud of my country",2023-03-13T06:40:24Z
vyfJgJBB3Vk,"no hate on this video but at 8:12, its pronounced chang-ee , not chang-eye",2023-03-13T01:05:18Z
vyfJgJBB3Vk,"Singapore urban planning is 200 years ahead compared to the rest of the world or maybe 400 years ahead of europe. whenever i visit singapore i feel like im in the future. it's so beautiful, clean, organized as well. government employees and high officials must have a requirement of high intellect to achieve such a topnotch country",2023-03-12T22:26:50Z
vyfJgJBB3Vk,California has 99 problems but the economy isn’t 1.,2023-03-12T20:36:22Z
vyfJgJBB3Vk,"The population of the Los Angeles area is actually more like 18 million, the city boundaries dont really mean anything and the metro lines you showed clearly stretch far outside of the city proper of Los Angeles.",2023-03-11T22:24:39Z
vyfJgJBB3Vk,Singaporeans have arrived,2023-03-11T20:03:38Z
vyfJgJBB3Vk,"Not just public housing, most private housing in Singapore are now 99 year lease too. You technically also don't own a car in Singapore. COE (as of now, a CAT B price around $115k) is only applicable for 10 years and after that you've to either renew for another 5/10 years or scrap the car. In other words, whenever you buy a new car, you're actually renting a car from the government for 10 years (By paying them a lumpsum rental charge of $115k). What's worse is, unlike a typical car rent, you also have to pay for car itself, its insurance,  road tax, petrol and maintenance etc. That is why Singapore is and will always be the most expensive country to own a car.",2023-03-11T17:00:06Z
vyfJgJBB3Vk,thanks for the study on it,2023-03-11T14:26:22Z
vyfJgJBB3Vk,Changi is usually pronoused Chan-i,2023-03-11T10:08:00Z
vyfJgJBB3Vk,keep in mind singapore is a dictatorship just a functioning dictatorship,2023-03-11T01:04:00Z
vyfJgJBB3Vk,"Could’ve just called this, authoritarian VS democratic society.",2023-03-10T18:57:15Z
vyfJgJBB3Vk,Imagine being a car guy in Singapore. Unbelievable.,2023-03-10T14:31:59Z
vyfJgJBB3Vk,SINGAPORE ON TOP⬆⬆⬆❤‍🔥❤‍🔥❤‍🔥,2023-03-10T12:39:23Z
vyfJgJBB3Vk,One party democracy 😏,2023-03-10T12:16:04Z
vyfJgJBB3Vk,"When the dictator is actually efficient and reasonable, you get Lee Kwan Yew and Singapore. 😂",2023-03-10T09:20:52Z
vyfJgJBB3Vk,"changi
not chang-i

xD",2023-03-10T02:11:59Z
vyfJgJBB3Vk,This tiny island is been too overated. It's actually run by authocratic Chinese led government. Quite similar to Hong Kong.,2023-03-09T21:32:22Z
vyfJgJBB3Vk,thank you for this video! 💕,2023-03-09T08:02:34Z
vyfJgJBB3Vk,Please stop using hectares. I don’t know what it is. Or at least also translate it to km2.,2023-03-08T11:42:30Z
vyfJgJBB3Vk,"sorry, why is Singapore being compared to LA? Singapore is quite small. you can take a taxi from one side of the state and get to the other side in less than an hour. and it is mostly flat so its easy to dig up and create routes. Big percentage of people live in box housing and dont own a yard.",2023-03-08T05:50:04Z
vyfJgJBB3Vk,Insanely good video mate! Voice + Info + Visual Edit was a 💯!!! New knowledge for myself and probably many others!,2023-03-08T05:08:28Z
vyfJgJBB3Vk,Best place in Singapore is Geylang Lurong 18,2023-03-07T14:49:54Z
vyfJgJBB3Vk,"The only major transport missing in Singapore would be a HSR linking Singapore with Malaysia to KL.  Even through there have been historic tensions between these two countries, I think a 300km + speed link to KL would change the entire region, eventually connecting with Bangkok and beyond.",2023-03-05T18:18:33Z
vyfJgJBB3Vk,I live in singapore,2023-03-05T04:54:50Z
vyfJgJBB3Vk,"Thank you for mentioning the mangroves. As a Singaporean, I think our housing and transport systems are amazing, the government has done a great job there. But in many ways the environment has taken a hit, mangroves and land reclamation as the biggest example. I think we only have something like 1% of our primary forest left, with about 5% of secondary forest (don't quote me. But they're definitely single-digits).",2023-03-04T08:35:18Z
vyfJgJBB3Vk,"It's such a horrible country. It is literally a police state. There is very few democratic or personal freedoms there. It is for all intents and purposes a one party state, as they have had the same party in power since 1961. There is no freedom of speech, association, assembly or the press. They country is so backward that they cling on to the barbaric and hate filled, ancient relics of the past: Capital and corporal punishments. The country is literally Disneyland with the death penalty.",2023-03-03T12:19:35Z
vyfJgJBB3Vk,"as a singaporean, i appreciate the effort taken to understand our country, history and culture!",2023-03-03T09:38:58Z
vyfJgJBB3Vk,No hate but it's not called *chang-guy* it's called *Chang-gee*,2023-03-03T07:33:58Z
vyfJgJBB3Vk,"It's pronounced as ""Chang"" like (Chunk, with an ng) and ""ngee"" so like = Chung-ngee and not Chung-ngai",2023-03-03T03:00:55Z
vyfJgJBB3Vk,chuhng . gee,2023-03-02T14:24:48Z
vyfJgJBB3Vk,the metro you speak of is called mass rapid transport(MRT) in Singapore,2023-03-02T14:21:19Z
vyfJgJBB3Vk,"These cities are completely different. They are nothing alike. I worked in both often. And you can buy a cheap  car but registration is insanely expensive, If you can get it registered.Singapore is much more dense and yes the train system is one if the best in the world, because it has to be.Unless your hauling cargo around or have to go to Malaysia often, there is no reason to own a car in Singapore. Also parking is difficult to find.",2023-03-01T20:07:37Z
vyfJgJBB3Vk,as someone living in singapore the metro is useless most of the train lines dont connect to other lines for many stops so u have to travel many stops one way just to switch.The places where most lines converge is at the CBD or central but is not central at all so its very inconvenient.The place with better metro is taiwan which its central is actually in the centre of city which makes switching lines way more convenient,2023-03-01T15:10:02Z
vyfJgJBB3Vk,"I have no doubt there's no such a great place like Singapore to live in, Very peaceful, harmonious and safe, also you'll become rich if you are an excellent educated person. I have travelled in EU countries and Australia but no such convenience experienced. In Singapore, the only problem is space and natural resources. People are friendly, laughing always, ladies are beautiful, every person is laid back, crime rate is almost 0.",2023-03-01T14:22:57Z
vyfJgJBB3Vk,"Almost everyone is forced to take a train or bus in Singapore simply because buying a car is not an option. They cost a king's ransom to own and the right to ownership has to be renewed every 10 years at the cost of more than USD60,000!!!! If the same disincentive to car ownership was implemented in LA the trains would be packed too.",2023-02-22T05:59:44Z
vyfJgJBB3Vk,The reason early apartement public housing successful in singapore is because they burn their village so they have no choice but to accept the governemnt dislocation offer,2023-02-18T18:48:01Z
vyfJgJBB3Vk,I much rather live in the USA and drive myself,2023-02-10T17:08:17Z
vyfJgJBB3Vk,Necessity is the mother of invention.  They have to be well organized and designed.,2023-02-09T01:17:09Z
vyfJgJBB3Vk,"Bloody good effort, well done!",2023-02-04T08:42:36Z
vyfJgJBB3Vk,4:27 did that guy just flip the camera off?,2023-01-31T14:25:01Z
vyfJgJBB3Vk,"Singapore isn't perfect, but it is perhaps the city that is closest to perfection.",2023-01-29T04:06:14Z
vyfJgJBB3Vk,"You missed a few important points abut HDB housing. No company is allowed to own public housing, period. No citizen is allowed to own more than one public housing property and there are restrictions on a citizen owning a private and public housing at the same time. No foreigners are allowed to own public housing. Any PR that wants to own public housing must not own property outside of Singapore.

All in all, the policies are designed to restrict speculations, flipping, cash rich companies or individuals owning vast swaths of public housing and becoming slum lords. The public housing primary objective is to let citizens have a place to live in, and the secondary objective of letting citizens, especially younger generations the first chance at capital accumulation from property appreciation.",2023-01-29T04:00:43Z
vyfJgJBB3Vk,"Overall, Singapore's housing & infrastructure development is a model for other cities around the world to follow...",2023-01-12T21:10:03Z
vyfJgJBB3Vk,Why. Your Voice No Stop a Little Time and Speak so Fast ? Who can hear you ? Are you a Machine Voice ?,2023-01-07T06:50:21Z
vyfJgJBB3Vk,I don't think Singapore is insanely well designed? 😂,2023-01-03T04:26:19Z
vyfJgJBB3Vk,"Singapore as a country is playing on easy mode because it's actually running a city, not a country.
Large coercive communist-like policies don't scale, so it can work better for smaller jurisdictions. Doesn't mean the policy can scale.",2022-12-31T22:08:18Z
vyfJgJBB3Vk,7:10 mixing ethnicities and incomes isn't necessarily going to produce better outcomes. it can easily be worse. it just happened to work for singapore. assuming mixing will just solve things without getting into how or why is sloppy thinking with PLENTY of counterexamples worldwide.,2022-12-31T22:05:53Z
vyfJgJBB3Vk,"5:30 bro. that covered walkway doesn't look like it'll help against monsoons AT ALL. your own footage shows most of the rain being horizontal, not vertical. it's not genius.

it's probably more for the hot sun, being so close to the equator.",2022-12-31T22:00:52Z
vyfJgJBB3Vk,lol I can just imagine malaysia watching their little babies of brunei and singapore growing up.,2022-12-06T21:16:30Z
vyfJgJBB3Vk,"I really wanna go to singapore one day, I guess it's mostly because of the way its built, with tall buildings everywhere and a lot of stuff on the coast.
Where I live, Adelaide, there aren't many tall buildings (not rlly sure why, decently large population for a pretty small CBD) and we have a very unique case with our park lands (imagine central park but the park and buildings are reversed, weird ikr, but nice). And while the city technically kinda expands to the coast, it's nothing like Singapore or NY. We kinda just expand far out enough to be called a coastal city despite being majority very far inland lmao, I live right next to the adl hills which is like a different world to the coast.",2022-12-06T21:11:19Z
vyfJgJBB3Vk,"The government is also trying to get their people to drop lesser-used languages so business can happen more smoothly. The two major languages being English and Mandarin Chinese, at 45% and 40% of the population respectively--up from less than 20% and 30% just 3 decades ago.",2022-12-02T14:22:50Z
vyfJgJBB3Vk,Good imagery but muddled audio worsened by speaking too fast.,2022-11-28T02:21:42Z
vyfJgJBB3Vk,as a singaporean i must say that the train system is absolutely essential to most peoples lifes especially students. without it transport would be very crowded,2022-11-24T15:58:22Z
vyfJgJBB3Vk,"Hi , OBF ,you put up a excellent video of Singapore.
Well done. Thanks.
I am proud to be a Singaporean.",2022-11-24T05:45:23Z
vyfJgJBB3Vk,"I've been to Singapore twice and on both times I ALWAYS go back to my home country envious of their transportation system, roads & infrastructures. Although, you really need to own a good walking shoes :)",2022-11-23T18:55:33Z
vyfJgJBB3Vk,"No, because the price of Cars are so expensive in Singapore. The COE system is a rip off..  So most people need buses and trains.",2022-11-23T09:36:54Z
vyfJgJBB3Vk,"the roofed walkway is a simple mastermind, genius",2022-11-21T11:47:48Z
vyfJgJBB3Vk,8:12 chiangai 😭 its literally just chang-ee,2022-11-21T09:26:04Z
vyfJgJBB3Vk,I lived and worked in Singapore for 13 years and loved it. Although there are many rules to obey they are there to enhance the quality of life for everyone.,2022-11-21T08:04:53Z
vyfJgJBB3Vk,"Malaysian here and I can only say bravo Singapore, I'm happy for you guys but also envious at the same time. Happy for the fact that you guys are one of the best cities in the world even after all the shit we put you through, and envious because you guys actually have a functioning government that cares for the people without being corrupted and crazy over power! 

After our recent General Election, I can only foresee that Malaysia will go further into the trenches while SIngapore keeps advancing further and further away from us... If only we had a government like you guys do, things would definitely be so much different. Whatever it may be, keep going Singapore, Majulah Singapura!",2022-11-20T14:51:07Z
vyfJgJBB3Vk,LA is a city for cars and walking not a city for the public transport,2022-11-20T11:38:49Z
vyfJgJBB3Vk,"As a Singaporean, I approve this video 👍🏻",2022-11-19T13:44:17Z
vyfJgJBB3Vk,But can I smoke a blunt in Singapore,2022-11-19T04:24:56Z
vyfJgJBB3Vk,"I've been to Singapore once and the public transportation is really amazing. It's really easy to understand and so easy to go around. 

Definitely one of countries I would like to live in! (If I can afford it, hehe.)",2022-11-18T10:30:37Z
vyfJgJBB3Vk,"as a singaporean myself, im incredibly proud to be one",2022-11-17T14:43:15Z
vyfJgJBB3Vk,Yotam Amit,2022-11-16T15:32:50Z
vyfJgJBB3Vk,all the singaporeans feeling the need to comment they are from sg fking cringe,2022-11-14T07:37:03Z
vyfJgJBB3Vk,speed limits in Singapore are 50 km/h unless stated otherwise.,2022-11-11T09:29:53Z
vyfJgJBB3Vk,as a singaporean i love the train system in singpaore. its well connected and it takes me to anywhere i want to go without to plan beforehand.,2022-11-08T11:07:08Z
vyfJgJBB3Vk,its pronounced as changyi not changai,2022-11-08T10:07:38Z
vyfJgJBB3Vk,"This video is well made! Informative and showed the beauties of my city. Yes, no country is perfect, i hope my fellow Singaporeans are able to appreciate what we have. We are amazing!",2022-11-08T08:00:05Z
vyfJgJBB3Vk,1:16 guy watching MHA,2022-11-08T06:41:25Z
vyfJgJBB3Vk,"Singapore cars are the MOST EXPENSIVE in the world e.g the most cheapest bread and butter cars is 100K sgd and can only last 10 years and scrap. this does NOT account for high parking fees, petrol, maintenance, tolls, tax etc.. hence most have no choice but to take  Bus or MRT to go anywhere.",2022-11-07T02:53:06Z
vyfJgJBB3Vk,Because no braindead melayu bloood shit,2022-11-06T06:40:04Z
vyfJgJBB3Vk,a difference of a milliion people is similar to you?,2022-11-04T04:26:07Z
vyfJgJBB3Vk,Thanks for putting this video together! Truly shows why many are still attracted to living in Singapore - resulting in a booming real estate market.,2022-11-03T03:07:07Z
vyfJgJBB3Vk,"I'm from Singapore... great country, safe and comfortable. But i really wouldn't make such comparison. A compact and young city is by nature easier to design and develop. Singapore's socio-political DNA fosters a certain kind of efficiency too. But ask an American whether he wants to spend all his life here, giving up the space and freedom... I'm willing to bet most would say no.",2022-11-03T00:19:40Z
vyfJgJBB3Vk,all this yet Singaporeans still complain. 😏,2022-11-02T11:41:36Z
vyfJgJBB3Vk,One of the main reasons for this is because there's no UMNO in power here in Singapore.,2022-11-02T07:46:47Z
vyfJgJBB3Vk,"Haha 🥲 now coe 120k sgd, not 80k anymore 😂😅😅😅😅",2022-11-01T21:57:05Z
vyfJgJBB3Vk,Singapore boring af tho 🤣,2022-11-01T16:49:37Z
vyfJgJBB3Vk,"While Singapore itself is well-designed, its society is very individualistic and strained by the pressure of the education system. Young people, students around me, are heavily hindered in their development through the insane pressure the educational system puts on them.",2022-11-01T15:52:28Z
vyfJgJBB3Vk,And super expensive to own a car,2022-10-31T16:30:26Z
vyfJgJBB3Vk,"I lived in Singapore for the past 4 months and have to disagree with most points on public transport here. 
MRT: while the MRT is coming every 2-3min during the day, it stops very frequently and stands still for almost a minute at each station, making commutes extremely long. Living just 2min from a MRT station, I am faster in the city center by jogging 5km than taking public transport. 
Busses: similar problem with busses. There are a lot of different bus lines doing almost the same routes and stopping at the same stations which leads to long queues, slowing everything down. 
Bike lanes: bike lanes go almost only through car-free areas (such as parks). Moreover, it is too dangerous to drive on the street as drivers do not watch out for cyclists. So, as of now, it is not really a feasible alternative for most people.
Cars: that point is actually very accurate. Streets are never too busy and there are almost no traffic jams due to the high costs of owning a car.
This comment obviously is based on a personal experience, but often it seems like Singapore has made a great job in imaging itself well to the outside world, while not fully living up to that image.",2022-10-31T13:47:21Z
vyfJgJBB3Vk,"only in singapore can you implement a extra charge of 30,000 to cars without people causing a fuss. Can you imagine how pissed off people would be in other countries?",2022-10-31T10:25:08Z
vyfJgJBB3Vk,"In Singapore, you can take a bus ride to get to somewhere 500-600 meters. That is just really convenient",2022-10-29T15:07:59Z
vyfJgJBB3Vk,"Singapore is soo great that you can’t even afford a Toyota Corolla …. 😂 
You lost me there buddy…",2022-10-25T14:13:27Z
vyfJgJBB3Vk,"$100,000 for a Toyota Corolla! What the hell? I paid $21,000 in cash for my Corolla and have literally no car payment. I had no idea vehicle prices could differ so much in different countries.",2022-10-22T18:20:04Z
